file,label,quality
train_cardboard_097.jpg,cardboard,DIGITAL
train_cardboard_098.jpg,cardboard,DIGITAL
train_cardboard_099.jpg,cardboard,DIGITAL
train_cardboard_100.jpg,cardboard,DIGITAL
train_cardboard_101.jpg,cardboard,DIGITAL
train_cardboard_102.jpg,cardboard,DIGITAL
train_cardboard_103.jpg,cardboard,DIGITAL
train_cardboard_104.jpg,cardboard,DIGITAL
train_cardboard_105.jpg,cardboard,PHOTO
train_cardboard_106.jpg,cardboard,DIGITAL
train_cardboard_107.jpg,cardboard,DIGITAL
train_cardboard_108.jpg,cardboard,DIGITAL
train_cardboard_109.jpg,cardboard,DIGITAL
train_cardboard_110.jpg,cardboard,PHOTO
train_cardboard_111.jpg,cardboard,DIGITAL
train_cardboard_112.jpg,cardboard,DIGITAL
train_cardboard_113.jpg,cardboard,DIGITAL
train_cardboard_114.jpg,cardboard,DIGITAL
train_cardboard_115.jpg,cardboard,DIGITAL
train_cardboard_116.jpg,cardboard,PHOTO
train_cardboard_117.jpg,cardboard,PHOTO
train_cardboard_118.jpg,cardboard,DIGITAL
train_cardboard_119.jpg,cardboard,PHOTO
train_cardboard_120.jpg,cardboard,PHOTO
train_cardboard_121.jpg,cardboard,DIGITAL
train_cardboard_122.jpg,cardboard,DIGITAL
train_cardboard_123.jpg,cardboard,DIGITAL
train_cardboard_124.jpg,cardboard,DIGITAL
train_cardboard_125.jpg,cardboard,DIGITAL
train_cardboard_126.jpg,cardboard,DIGITAL
train_cardboard_127.jpg,cardboard,DIGITAL
train_cardboard_128.jpg,cardboard,DIGITAL
train_cardboard_129.jpg,cardboard,DIGITAL
train_cardboard_130.jpg,cardboard,DIGITAL
train_cardboard_131.jpg,cardboard,DIGITAL
train_cardboard_132.jpg,cardboard,DIGITAL
train_cardboard_133.jpg,cardboard,DIGITAL
train_cardboard_134.jpg,cardboard,PHOTO
train_cardboard_135.jpg,cardboard,DIGITAL
train_cardboard_136.jpg,cardboard,DIGITAL
train_cardboard_137.jpg,cardboard,DIGITAL
train_cardboard_138.jpg,cardboard,DIGITAL
train_cardboard_139.jpg,cardboard,DIGITAL
train_cardboard_140.jpg,cardboard,DIGITAL
train_cardboard_141.jpg,cardboard,DIGITAL
train_cardboard_142.jpg,cardboard,PHOTO
train_cardboard_143.jpg,cardboard,DIGITAL
train_cardboard_144.jpg,cardboard,DIGITAL
train_cardboard_145.jpg,cardboard,DIGITAL
train_cardboard_146.jpg,cardboard,DIGITAL
train_cardboard_147.jpg,cardboard,PHOTO
train_cardboard_148.jpg,cardboard,DIGITAL
train_cardboard_149.jpg,cardboard,DIGITAL
train_cardboard_150.jpg,cardboard,DIGITAL
train_cardboard_151.jpg,cardboard,DIGITAL
train_cardboard_152.jpg,cardboard,DIGITAL
train_cardboard_153.jpg,cardboard,DIGITAL
train_cardboard_154.jpg,cardboard,DIGITAL
train_cardboard_155.jpg,cardboard,DIGITAL
train_cardboard_156.jpg,cardboard,DIGITAL
train_cardboard_157.jpg,cardboard,DIGITAL
train_cardboard_158.jpg,cardboard,DIGITAL
train_cardboard_159.jpg,cardboard,DIGITAL
train_cardboard_160.jpg,cardboard,DIGITAL
train_cardboard_161.jpg,cardboard,PHOTO
train_cardboard_162.jpg,cardboard,DIGITAL
train_cardboard_163.jpg,cardboard,DIGITAL
train_cardboard_164.jpg,cardboard,DIGITAL
train_cardboard_165.jpg,cardboard,DIGITAL
train_cardboard_166.jpg,cardboard,DIGITAL
train_cardboard_167.jpg,cardboard,DIGITAL
train_cardboard_168.jpg,cardboard,DIGITAL
train_cardboard_169.jpg,cardboard,DIGITAL
train_cardboard_170.jpg,cardboard,DIGITAL
train_cardboard_171.jpg,cardboard,DIGITAL
train_cardboard_172.jpg,cardboard,DIGITAL
train_cardboard_173.jpg,cardboard,DIGITAL
train_cardboard_174.jpg,cardboard,PHOTO
train_cardboard_175.jpg,cardboard,DIGITAL
train_cardboard_176.jpg,cardboard,DIGITAL
train_cardboard_177.jpg,cardboard,DIGITAL
train_cardboard_178.jpg,cardboard,DIGITAL
train_cardboard_179.jpg,cardboard,PHOTO
train_cardboard_180.jpg,cardboard,DIGITAL
train_cardboard_181.jpg,cardboard,DIGITAL
train_cardboard_182.jpg,cardboard,DIGITAL
train_cardboard_183.jpg,cardboard,PHOTO
train_cardboard_184.jpg,cardboard,DIGITAL
train_cardboard_185.jpg,cardboard,DIGITAL
train_cardboard_186.jpg,cardboard,DIGITAL
train_cardboard_187.jpg,cardboard,DIGITAL
train_cardboard_188.jpg,cardboard,DIGITAL
train_cardboard_189.jpg,cardboard,PHOTO
train_cardboard_190.jpg,cardboard,DIGITAL
train_cardboard_191.jpg,cardboard,DIGITAL
train_cardboard_192.jpg,cardboard,PHOTO
train_cardboard_193.jpg,cardboard,PHOTO
train_cardboard_194.jpg,cardboard,DIGITAL
train_cardboard_195.jpg,cardboard,DIGITAL
train_cardboard_196.jpg,cardboard,DIGITAL
train_cardboard_197.jpg,cardboard,DIGITAL
train_cardboard_198.jpg,cardboard,DIGITAL
train_cardboard_199.jpg,cardboard,DIGITAL
train_cardboard_200.jpg,cardboard,PHOTO
train_cardboard_201.jpg,cardboard,PHOTO
train_cardboard_202.jpg,cardboard,PHOTO
train_cardboard_203.jpg,cardboard,DIGITAL
train_cardboard_204.jpg,cardboard,DIGITAL
train_cardboard_205.jpg,cardboard,DIGITAL
train_cardboard_206.jpg,cardboard,DIGITAL
train_cardboard_207.jpg,cardboard,DIGITAL
train_cardboard_208.jpg,cardboard,DIGITAL
train_cardboard_209.jpg,cardboard,DIGITAL
train_cardboard_210.jpg,cardboard,DIGITAL
train_cardboard_211.jpg,cardboard,DIGITAL
train_cardboard_212.jpg,cardboard,DIGITAL
train_cardboard_213.jpg,cardboard,DIGITAL
train_cardboard_214.jpg,cardboard,DIGITAL
train_cardboard_215.jpg,cardboard,DIGITAL
train_cardboard_216.jpg,cardboard,DIGITAL
train_cardboard_217.jpg,cardboard,DIGITAL
train_cardboard_218.jpg,cardboard,DIGITAL
train_cardboard_219.jpg,cardboard,PHOTO
train_cardboard_220.jpg,cardboard,DIGITAL
train_cardboard_221.jpg,cardboard,DIGITAL
train_cardboard_222.jpg,cardboard,DIGITAL
train_cardboard_223.jpg,cardboard,DIGITAL
train_cardboard_224.jpg,cardboard,DIGITAL
train_cardboard_225.jpg,cardboard,PHOTO
train_cardboard_226.jpg,cardboard,DIGITAL
train_cardboard_227.jpg,cardboard,DIGITAL
train_cardboard_228.jpg,cardboard,DIGITAL
train_cardboard_229.jpg,cardboard,DIGITAL
train_cardboard_230.jpg,cardboard,DIGITAL
train_cardboard_231.jpg,cardboard,PHOTO
train_cardboard_232.jpg,cardboard,DIGITAL
train_cardboard_233.jpg,cardboard,DIGITAL
train_cardboard_234.jpg,cardboard,DIGITAL
train_cardboard_235.jpg,cardboard,DIGITAL
train_cardboard_236.jpg,cardboard,DIGITAL
train_cardboard_237.jpg,cardboard,PHOTO
train_cardboard_238.jpg,cardboard,DIGITAL
train_cardboard_239.jpg,cardboard,DIGITAL
train_cardboard_240.jpg,cardboard,PHOTO
train_cardboard_241.jpg,cardboard,DIGITAL
train_cardboard_242.jpg,cardboard,DIGITAL
train_cardboard_243.jpg,cardboard,DIGITAL
train_cardboard_244.jpg,cardboard,DIGITAL
train_cardboard_245.jpg,cardboard,DIGITAL
train_cardboard_246.jpg,cardboard,DIGITAL
train_cardboard_247.jpg,cardboard,DIGITAL
train_cardboard_248.jpg,cardboard,DIGITAL
train_cardboard_249.jpg,cardboard,PHOTO
train_cardboard_250.jpg,cardboard,DIGITAL
train_cardboard_251.jpg,cardboard,DIGITAL
train_cardboard_252.jpg,cardboard,DIGITAL
train_cardboard_253.jpg,cardboard,PHOTO
train_cardboard_254.jpg,cardboard,DIGITAL
train_cardboard_255.jpg,cardboard,PHOTO
train_cardboard_256.jpg,cardboard,DIGITAL
train_cardboard_257.jpg,cardboard,DIGITAL
train_cardboard_258.jpg,cardboard,DIGITAL
train_cardboard_259.jpg,cardboard,PHOTO
train_cardboard_260.jpg,cardboard,DIGITAL
train_cardboard_261.jpg,cardboard,DIGITAL
train_cardboard_262.jpg,cardboard,DIGITAL
train_cardboard_263.jpg,cardboard,DIGITAL
train_cardboard_264.jpg,cardboard,DIGITAL
train_cardboard_265.jpg,cardboard,DIGITAL
train_cardboard_266.jpg,cardboard,DIGITAL
train_cardboard_267.jpg,cardboard,PHOTO
train_cardboard_268.jpg,cardboard,DIGITAL
train_cardboard_269.jpg,cardboard,DIGITAL
train_cardboard_270.jpg,cardboard,PHOTO
train_cardboard_271.jpg,cardboard,DIGITAL
train_cardboard_272.jpg,cardboard,DIGITAL
train_cardboard_273.jpg,cardboard,DIGITAL
train_cardboard_274.jpg,cardboard,DIGITAL
train_cardboard_275.jpg,cardboard,DIGITAL
train_cardboard_276.jpg,cardboard,DIGITAL
train_cardboard_277.jpg,cardboard,DIGITAL
train_cardboard_278.jpg,cardboard,DIGITAL
train_cardboard_279.jpg,cardboard,DIGITAL
train_cardboard_280.jpg,cardboard,DIGITAL
train_cardboard_281.jpg,cardboard,DIGITAL
train_cardboard_282.jpg,cardboard,DIGITAL
train_cardboard_283.jpg,cardboard,DIGITAL
train_cardboard_284.jpg,cardboard,DIGITAL
train_cardboard_285.jpg,cardboard,DIGITAL
train_cardboard_286.jpg,cardboard,DIGITAL
train_cardboard_287.jpg,cardboard,DIGITAL
train_cardboard_288.jpg,cardboard,DIGITAL
train_cardboard_289.jpg,cardboard,DIGITAL
train_cardboard_290.jpg,cardboard,DIGITAL
train_cardboard_291.jpg,cardboard,DIGITAL
train_cardboard_292.jpg,cardboard,DIGITAL
train_cardboard_293.jpg,cardboard,DIGITAL
train_cardboard_294.jpg,cardboard,DIGITAL
train_cardboard_295.jpg,cardboard,DIGITAL
train_cardboard_296.jpg,cardboard,DIGITAL
train_cardboard_297.jpg,cardboard,DIGITAL
train_cardboard_298.jpg,cardboard,DIGITAL
train_cardboard_299.jpg,cardboard,DIGITAL
train_cardboard_300.jpg,cardboard,DIGITAL
train_cardboard_301.jpg,cardboard,DIGITAL
train_cardboard_302.jpg,cardboard,DIGITAL
train_cardboard_303.jpg,cardboard,DIGITAL
train_cardboard_304.jpg,cardboard,DIGITAL
train_cardboard_305.jpg,cardboard,DIGITAL
train_cardboard_306.jpg,cardboard,DIGITAL
train_cardboard_307.jpg,cardboard,PHOTO
train_cardboard_308.jpg,cardboard,DIGITAL
train_cardboard_309.jpg,cardboard,DIGITAL
train_cardboard_310.jpg,cardboard,PHOTO
train_cardboard_311.jpg,cardboard,DIGITAL
train_cardboard_312.jpg,cardboard,DIGITAL
train_cardboard_313.jpg,cardboard,DIGITAL
train_cardboard_314.jpg,cardboard,DIGITAL
train_cardboard_315.jpg,cardboard,PHOTO
train_cardboard_316.jpg,cardboard,PHOTO
train_cardboard_317.jpg,cardboard,DIGITAL
train_cardboard_318.jpg,cardboard,DIGITAL
train_cardboard_319.jpg,cardboard,DIGITAL
train_cardboard_320.jpg,cardboard,DIGITAL
train_cardboard_321.jpg,cardboard,DIGITAL
train_cardboard_322.jpg,cardboard,DIGITAL
train_cardboard_323.jpg,cardboard,PHOTO
train_cardboard_324.jpg,cardboard,DIGITAL
train_cardboard_325.jpg,cardboard,DIGITAL
train_cardboard_326.jpg,cardboard,DIGITAL
train_cardboard_327.jpg,cardboard,DIGITAL
train_cardboard_328.jpg,cardboard,DIGITAL
train_cardboard_329.jpg,cardboard,PHOTO
train_cardboard_330.jpg,cardboard,DIGITAL
train_cardboard_331.jpg,cardboard,DIGITAL
train_cardboard_332.jpg,cardboard,DIGITAL
train_cardboard_333.jpg,cardboard,DIGITAL
train_cardboard_334.jpg,cardboard,DIGITAL
train_cardboard_335.jpg,cardboard,DIGITAL
train_cardboard_336.jpg,cardboard,DIGITAL
train_cardboard_337.jpg,cardboard,DIGITAL
train_cardboard_338.jpg,cardboard,PHOTO
train_cardboard_339.jpg,cardboard,DIGITAL
train_cardboard_340.jpg,cardboard,PHOTO
train_cardboard_341.jpg,cardboard,DIGITAL
train_cardboard_342.jpg,cardboard,DIGITAL
train_cardboard_343.jpg,cardboard,DIGITAL
train_cardboard_344.jpg,cardboard,DIGITAL
train_cardboard_345.jpg,cardboard,DIGITAL
train_cardboard_346.jpg,cardboard,DIGITAL
train_cardboard_347.jpg,cardboard,DIGITAL
train_cardboard_348.jpg,cardboard,DIGITAL
train_cardboard_349.jpg,cardboard,DIGITAL
train_cardboard_350.jpg,cardboard,DIGITAL
train_cardboard_351.jpg,cardboard,DIGITAL
train_cardboard_352.jpg,cardboard,DIGITAL
train_cardboard_353.jpg,cardboard,PHOTO
train_cardboard_354.jpg,cardboard,PHOTO
train_cardboard_355.jpg,cardboard,PHOTO
train_cardboard_356.jpg,cardboard,DIGITAL
train_cardboard_357.jpg,cardboard,PHOTO
train_cardboard_358.jpg,cardboard,DIGITAL
train_cardboard_359.jpg,cardboard,DIGITAL
train_cardboard_360.jpg,cardboard,DIGITAL
train_cardboard_361.jpg,cardboard,DIGITAL
train_cardboard_362.jpg,cardboard,DIGITAL
train_cardboard_363.jpg,cardboard,DIGITAL
train_cardboard_364.jpg,cardboard,DIGITAL
train_cardboard_365.jpg,cardboard,DIGITAL
train_cardboard_366.jpg,cardboard,DIGITAL
train_cardboard_367.jpg,cardboard,PHOTO
train_cardboard_368.jpg,cardboard,DIGITAL
train_cardboard_369.jpg,cardboard,DIGITAL
train_cardboard_370.jpg,cardboard,DIGITAL
train_cardboard_371.jpg,cardboard,DIGITAL
train_cardboard_372.jpg,cardboard,DIGITAL
train_cardboard_373.jpg,cardboard,DIGITAL
train_cardboard_374.jpg,cardboard,DIGITAL
train_cardboard_375.jpg,cardboard,DIGITAL
train_cardboard_376.jpg,cardboard,DIGITAL
train_cardboard_377.jpg,cardboard,DIGITAL
train_cardboard_378.jpg,cardboard,DIGITAL
train_cardboard_379.jpg,cardboard,DIGITAL
train_cardboard_380.jpg,cardboard,DIGITAL
train_cardboard_381.jpg,cardboard,PHOTO
train_cardboard_382.jpg,cardboard,DIGITAL
train_cardboard_383.jpg,cardboard,DIGITAL
train_cardboard_384.jpg,cardboard,DIGITAL
train_cardboard_385.jpg,cardboard,DIGITAL
train_cardboard_386.jpg,cardboard,DIGITAL
train_cardboard_387.jpg,cardboard,DIGITAL
train_cardboard_388.jpg,cardboard,PHOTO
train_cardboard_389.jpg,cardboard,DIGITAL
train_cardboard_390.jpg,cardboard,DIGITAL
train_cardboard_391.jpg,cardboard,DIGITAL
train_cardboard_392.jpg,cardboard,DIGITAL
train_cardboard_393.jpg,cardboard,DIGITAL
train_cardboard_394.jpg,cardboard,DIGITAL
train_cardboard_395.jpg,cardboard,DIGITAL
train_cardboard_396.jpg,cardboard,DIGITAL
train_cardboard_397.jpg,cardboard,DIGITAL
train_cardboard_398.jpg,cardboard,DIGITAL
train_cardboard_399.jpg,cardboard,DIGITAL
train_cardboard_400.jpg,cardboard,DIGITAL
train_cardboard_401.jpg,cardboard,PHOTO
train_cardboard_402.jpg,cardboard,DIGITAL
train_cardboard_403.jpg,cardboard,DIGITAL
train_cardboard_404.jpg,cardboard,DIGITAL
train_cardboard_405.jpg,cardboard,PHOTO
train_cardboard_406.jpg,cardboard,PHOTO
train_cardboard_407.jpg,cardboard,DIGITAL
train_cardboard_408.jpg,cardboard,DIGITAL
train_cardboard_409.jpg,cardboard,DIGITAL
train_cardboard_410.jpg,cardboard,DIGITAL
train_cardboard_411.jpg,cardboard,DIGITAL
train_cardboard_412.jpg,cardboard,DIGITAL
train_cardboard_413.jpg,cardboard,DIGITAL
train_cardboard_414.jpg,cardboard,DIGITAL
train_cardboard_415.jpg,cardboard,DIGITAL
train_cardboard_416.jpg,cardboard,DIGITAL
train_cardboard_417.jpg,cardboard,DIGITAL
train_cardboard_418.jpg,cardboard,PHOTO
train_cardboard_419.jpg,cardboard,DIGITAL
train_cardboard_420.jpg,cardboard,DIGITAL
train_cardboard_421.jpg,cardboard,DIGITAL
train_cardboard_422.jpg,cardboard,DIGITAL
train_cardboard_423.jpg,cardboard,DIGITAL
train_cardboard_424.jpg,cardboard,DIGITAL
train_cardboard_425.jpg,cardboard,DIGITAL
train_cardboard_426.jpg,cardboard,DIGITAL
train_cardboard_427.jpg,cardboard,DIGITAL
train_cardboard_428.jpg,cardboard,DIGITAL
train_cardboard_429.jpg,cardboard,PHOTO
train_cardboard_430.jpg,cardboard,PHOTO
train_cardboard_431.jpg,cardboard,DIGITAL
train_cardboard_432.jpg,cardboard,DIGITAL
train_cardboard_433.jpg,cardboard,DIGITAL
train_cardboard_434.jpg,cardboard,DIGITAL
train_cardboard_435.jpg,cardboard,DIGITAL
train_cardboard_436.jpg,cardboard,DIGITAL
train_cardboard_437.jpg,cardboard,DIGITAL
train_cardboard_438.jpg,cardboard,DIGITAL
train_cardboard_439.jpg,cardboard,DIGITAL
train_cardboard_440.jpg,cardboard,DIGITAL
train_cardboard_441.jpg,cardboard,PHOTO
train_cardboard_442.jpg,cardboard,DIGITAL
train_cardboard_443.jpg,cardboard,DIGITAL
train_cardboard_444.jpg,cardboard,PHOTO
train_cardboard_445.jpg,cardboard,PHOTO
train_cardboard_446.jpg,cardboard,DIGITAL
train_cardboard_447.jpg,cardboard,DIGITAL
train_cardboard_448.jpg,cardboard,DIGITAL
train_cardboard_449.jpg,cardboard,PHOTO
train_cardboard_450.jpg,cardboard,DIGITAL
train_cardboard_451.jpg,cardboard,DIGITAL
train_cardboard_452.jpg,cardboard,DIGITAL
train_cardboard_453.jpg,cardboard,DIGITAL
train_cardboard_454.jpg,cardboard,PHOTO
train_cardboard_455.jpg,cardboard,DIGITAL
train_cardboard_456.jpg,cardboard,DIGITAL
train_cardboard_457.jpg,cardboard,DIGITAL
train_cardboard_458.jpg,cardboard,DIGITAL
train_cardboard_459.jpg,cardboard,DIGITAL
train_cardboard_460.jpg,cardboard,DIGITAL
train_cardboard_461.jpg,cardboard,DIGITAL
train_cardboard_462.jpg,cardboard,PHOTO
train_cardboard_463.jpg,cardboard,PHOTO
train_cardboard_464.jpg,cardboard,PHOTO
train_cardboard_465.jpg,cardboard,DIGITAL
train_cardboard_466.jpg,cardboard,DIGITAL
train_cardboard_467.jpg,cardboard,DIGITAL
train_cardboard_468.jpg,cardboard,DIGITAL
train_cardboard_469.jpg,cardboard,DIGITAL
train_cardboard_470.jpg,cardboard,DIGITAL
train_cardboard_471.jpg,cardboard,DIGITAL
train_cardboard_472.jpg,cardboard,DIGITAL
train_cardboard_473.jpg,cardboard,DIGITAL
train_cardboard_474.jpg,cardboard,DIGITAL
train_cardboard_475.jpg,cardboard,PHOTO
train_cardboard_476.jpg,cardboard,DIGITAL
train_cardboard_477.jpg,cardboard,PHOTO
train_cardboard_478.jpg,cardboard,DIGITAL
train_cardboard_479.jpg,cardboard,PHOTO
train_cardboard_480.jpg,cardboard,PHOTO
train_cardboard_481.jpg,cardboard,DIGITAL
train_cardboard_482.jpg,cardboard,DIGITAL
train_cardboard_483.jpg,cardboard,DIGITAL
train_cardboard_484.jpg,cardboard,DIGITAL
train_cardboard_485.jpg,cardboard,DIGITAL
train_cardboard_486.jpg,cardboard,DIGITAL
train_cardboard_487.jpg,cardboard,PHOTO
train_cardboard_488.jpg,cardboard,PHOTO
train_cardboard_489.jpg,cardboard,DIGITAL
train_cardboard_490.jpg,cardboard,DIGITAL
train_cardboard_491.jpg,cardboard,DIGITAL
train_cardboard_492.jpg,cardboard,DIGITAL
train_cardboard_493.jpg,cardboard,DIGITAL
train_cardboard_494.jpg,cardboard,DIGITAL
train_cardboard_495.jpg,cardboard,DIGITAL
train_cardboard_496.jpg,cardboard,PHOTO
train_cardboard_497.jpg,cardboard,DIGITAL
train_cardboard_498.jpg,cardboard,DIGITAL
train_cardboard_499.jpg,cardboard,DIGITAL
train_cardboard_500.jpg,cardboard,DIGITAL
train_cardboard_501.jpg,cardboard,DIGITAL
train_cardboard_502.jpg,cardboard,DIGITAL
train_cardboard_503.jpg,cardboard,DIGITAL
train_cardboard_504.jpg,cardboard,DIGITAL
train_cardboard_505.jpg,cardboard,DIGITAL
train_cardboard_506.jpg,cardboard,DIGITAL
train_cardboard_507.jpg,cardboard,DIGITAL
train_cardboard_508.jpg,cardboard,DIGITAL
train_cardboard_509.jpg,cardboard,PHOTO
train_cardboard_510.jpg,cardboard,PHOTO
train_cardboard_511.jpg,cardboard,DIGITAL
train_cardboard_512.jpg,cardboard,DIGITAL
train_cardboard_513.jpg,cardboard,DIGITAL
train_cardboard_514.jpg,cardboard,DIGITAL
train_cardboard_515.jpg,cardboard,DIGITAL
train_cardboard_516.jpg,cardboard,DIGITAL
train_cardboard_517.jpg,cardboard,PHOTO
train_cardboard_518.jpg,cardboard,DIGITAL
train_cardboard_519.jpg,cardboard,DIGITAL
train_cardboard_520.jpg,cardboard,DIGITAL
train_cardboard_521.jpg,cardboard,PHOTO
train_cardboard_522.jpg,cardboard,DIGITAL
train_cardboard_523.jpg,cardboard,DIGITAL
train_cardboard_524.jpg,cardboard,DIGITAL
train_cardboard_525.jpg,cardboard,DIGITAL
train_cardboard_526.jpg,cardboard,DIGITAL
train_cardboard_527.jpg,cardboard,DIGITAL
train_cardboard_528.jpg,cardboard,DIGITAL
train_cardboard_529.jpg,cardboard,DIGITAL
train_cardboard_530.jpg,cardboard,DIGITAL
train_cardboard_531.jpg,cardboard,PHOTO
train_cardboard_532.jpg,cardboard,DIGITAL
train_cardboard_533.jpg,cardboard,DIGITAL
train_cardboard_534.jpg,cardboard,DIGITAL
train_cardboard_535.jpg,cardboard,DIGITAL
train_cardboard_536.jpg,cardboard,DIGITAL
train_cardboard_537.jpg,cardboard,PHOTO
train_cardboard_538.jpg,cardboard,DIGITAL
train_cardboard_539.jpg,cardboard,DIGITAL
train_cardboard_540.jpg,cardboard,PHOTO
train_cardboard_541.jpg,cardboard,DIGITAL
train_cardboard_542.jpg,cardboard,DIGITAL
train_cardboard_543.jpg,cardboard,DIGITAL
train_cardboard_544.jpg,cardboard,DIGITAL
train_cardboard_545.jpg,cardboard,DIGITAL
train_cardboard_546.jpg,cardboard,PHOTO
train_cardboard_547.jpg,cardboard,PHOTO
train_cardboard_548.jpg,cardboard,DIGITAL
train_cardboard_549.jpg,cardboard,PHOTO
train_cardboard_550.jpg,cardboard,DIGITAL
train_cardboard_551.jpg,cardboard,DIGITAL
train_cardboard_552.jpg,cardboard,DIGITAL
train_cardboard_553.jpg,cardboard,DIGITAL
train_cardboard_554.jpg,cardboard,DIGITAL
train_cardboard_555.jpg,cardboard,DIGITAL
train_cardboard_556.jpg,cardboard,DIGITAL
train_cardboard_557.jpg,cardboard,PHOTO
train_cardboard_558.jpg,cardboard,DIGITAL
train_cardboard_559.jpg,cardboard,DIGITAL
train_cardboard_560.jpg,cardboard,DIGITAL
train_cardboard_561.jpg,cardboard,DIGITAL
train_cardboard_562.jpg,cardboard,DIGITAL
